policy_name,month,trade_count,long_count,short_count,active_symbol_count,no_cost_net_pnl,net_pnl,fee_total,slippage_total,cost_drag,win_rate,profit_factor,avg_win,avg_loss,avg_trade_net_pnl,median_trade_net_pnl,max_drawdown,max_ddpercent,return_drawdown_ratio,sharpe_like,avg_holding_minutes,median_holding_minutes,top_5pct_trade_pnl_contribution,best_trade,worst_trade,largest_symbol_pnl_share,portfolio_turnover,max_concurrent_positions
v3_1d_donchian_20_10_atr4,2026-01,1,1,0,1,-0.97955,-0.9884891650000001,0.008899165,4e-05,0.008939165000000027,0.0,0.0,,-0.9884891650000001,-0.9884891650000001,-0.9884891650000001,0.988489164999919,0.01976978329999838,-1.000000000000082,,36000.0,36000.0,1.0,-0.9884891650000001,-0.9884891650000001,1.0,17.79833,1
v3_1d_donchian_20_10_atr4,2026-02,1,1,0,1,-1.5745099999999999,-1.577677305,0.003127305,4e-05,0.0031673050000000647,0.0,0.0,,-1.577677305,-1.577677305,-1.577677305,1.5776773050001793,0.031553546100003584,-0.9999999999998863,,43200.0,43200.0,1.0,-1.577677305,-1.577677305,1.0,6.25461,1
v3_1d_donchian_20_10_atr4,2026-03,6,3,3,3,0.6027799999999985,0.5850694899999985,0.01675051,0.0009600000000000001,0.017710510000000013,0.5,1.7856350678086332,0.4432594899999996,-0.2482363266666668,0.09751158166666642,-0.0011226074999999966,0.7447089799998139,0.014890219461345623,0.7856350678088302,0.43823317914995624,34319.833333333336,38880.0,2.056655141938784,1.2032861749999988,-0.6004215200000004,1.0,33.501020000000004,3
v3_1d_donchian_55_20_atr5,2026-01,1,1,0,1,-1.3702100000000006,-1.3793444950000007,0.009094495000000001,4e-05,0.009134495000000076,0.0,0.0,,-1.3793444950000007,-1.3793444950000007,-1.3793444950000007,1.3793444949997138,0.027586889899994277,-1.000000000000208,,23040.0,23040.0,1.0,-1.3793444950000007,-1.3793444950000007,1.0,18.18899,1
v3_1d_donchian_55_20_atr5,2026-02,1,1,0,1,-1.92164,-1.92463374,0.00295374,4e-05,0.002993739999999967,0.0,0.0,,-1.92463374,-1.92463374,-1.92463374,1.9246337399999902,0.03849267479999981,-1.000000000000005,,48960.0,48960.0,1.0,-1.92463374,-1.92463374,1.0,5.90748,1
v3_1d_donchian_55_20_atr5,2026-03,3,0,3,3,0.5865499999999995,0.5775395649999995,0.008530435000000001,0.00048,0.009010434999999983,0.6666666666666666,6.985430387736042,0.3370152324999997,-0.09649089999999996,0.19251318833333317,0.005866595000000008,0.09649090000038996,0.0019295578838482601,5.985430387711851,0.9838336143040002,53280.0,56160.0,1.1569144531249562,0.6681638699999994,-0.09649089999999996,0.9912962465279667,17.06087,3
v3_1d_ema_50_200_atr5,2026-01,12,0,12,5,-1.477500000000001,-1.5164978600000008,0.033877859999999996,0.00512,0.03899785999999983,0.0,0.0,,-0.12637482166666672,-0.12637482166666672,-0.071867375,1.5164978599996175,0.030329957199992347,-1.0000000000002527,-3.4947029203362816,4200.0,2880.0,0.0016913475895046805,-0.002564925000000008,-0.3805066300000003,0.4208740030797014,67.75572,3
v3_1d_ema_50_200_atr5,2026-03,6,0,6,5,2.405189999999999,2.389865484999999,0.012764515,0.00256,0.01532451499999965,0.8333333333333334,39.95683510876739,0.49024239699999983,-0.061346500000000005,0.39831091416666653,0.05985542000000005,0.06134650000058173,0.0012264851339869312,38.95683510839798,1.5007439349050327,52079.5,51119.5,0.74737059939589,1.786115199999999,-0.061346500000000005,0.7286661500229241,25.52903,3
v3_4h_donchian_100_30_atr5,2026-01,2,2,0,2,-0.6732999999999998,-0.6863093399999999,0.012929340000000001,8e-05,0.013009340000000091,0.5,0.020996493608933388,0.014719140000000292,-0.7010284800000002,-0.34315466999999994,-0.34315466999999994,0.7010284799998772,0.014020569599997545,-0.9790035063912383,-1.3560477876424193,12840.0,12840.0,-0.0214468012339746,0.014719140000000292,-0.7010284800000002,1.0,25.85868,2
v3_4h_donchian_100_30_atr5,2026-02,3,0,3,2,2.0207800000000007,2.012666990000001,0.007993010000000002,0.00012000000000000002,0.008113009999999754,0.6666666666666666,258.39058802315503,1.0102432475000005,-0.007819505000000001,0.670888996666667,0.030330580000000003,0.007819505000043137,0.00015632692871120956,257.39058802173514,1.2454695153166753,24720.0,29280.0,0.9888153007368596,1.990155915000001,-0.007819505000000001,0.9888153007368596,15.986020000000002,2
v3_4h_donchian_100_30_atr5,2026-03,7,3,4,4,-2.5913600000000008,-2.617528060000001,0.025528060000000005,0.00064,0.02616806000000027,0.14285714285714285,0.09345737765067402,0.26984644999999996,-0.4812290850000002,-0.3739325800000001,-0.4418924800000006,2.6175280600000406,0.05235056120000081,-0.9999999999999849,-2.240750362026462,13062.714285714286,5280.0,-0.10309209445494917,0.26984644999999996,-1.1454822799999997,1.0,51.05612,2
v3_4h_donchian_20_10_atr4,2026-01,10,6,4,5,-1.4137200000000014,-1.4585681100000014,0.037848110000000004,0.007000000000000001,0.04484811,0.3,0.10035796062788978,0.05423598666666667,-0.23161086714285736,-0.14585681100000014,-0.10023734999999998,1.4980006550003964,0.02996001310000793,-0.973676550227954,-2.169429586982722,6792.0,5400.0,-0.059421290926208445,0.08667000000000008,-0.6538449000000003,0.44827862032442184,75.69622,2
v3_4h_donchian_20_10_atr4,2026-02,17,5,12,5,0.047109999999999756,-0.003588585000000019,0.039498584999999996,0.0112,0.050698584999999775,0.23529411764705882,0.997578606508401,0.36961109749999993,-0.11400253653846153,-0.00021109323529411878,-0.0574892500000001,1.4820329750000383,0.029631897677423517,-0.0024213934915988805,-0.0026418681981482794,7496.470588235294,3600.0,-340.30743733254,1.2212221649999997,-0.37062686999999944,0.9804437087844456,78.99717,3
v3_4h_donchian_20_10_atr4,2026-03,22,12,10,5,-2.48978,-2.5476366599999993,0.04733666,0.01052,0.05785665999999923,0.045454545454545456,0.0007622902057545812,0.001943520000000002,-0.12140857999999997,-0.11580166636363633,-0.06202637500000002,2.5476366599996254,0.050952733199992516,-1.0000000000001468,-3.954337140326918,4821.772727272727,3840.0,0.001156752470346378,0.001943520000000002,-0.5260627250000002,0.5277568642774988,94.67331999999999,3
v3_4h_donchian_55_20_atr4,2026-01,7,3,4,5,-1.6157100000000004,-1.6465958850000004,0.026325885,0.004560000000000001,0.030885885000000002,0.2857142857142857,0.03352612117156331,0.028559475000000004,-0.34074296700000006,-0.23522798357142863,-0.20027849999999994,1.70201443499991,0.0340402886999982,-0.9674394359646471,-2.3915208687116043,8057.142857142857,6480.0,-0.03321154904987509,0.05468599999999999,-0.7010284800000002,1.0,52.65177,3
v3_4h_donchian_55_20_atr4,2026-02,7,2,5,4,0.7559099999999991,0.7307234949999992,0.018666505,0.006520000000000001,0.02518650499999986,0.42857142857142855,2.089191139110551,0.46720329,-0.1677215937500002,0.1043890707142856,-0.002435550000000004,0.5449520249994748,0.010896260481438354,1.340895090720515,0.5838322014191802,12720.0,5760.0,1.5987925364299407,1.1682752699999999,-0.48293207500000057,0.8447703245626006,37.33301,3
v3_4h_donchian_55_20_atr4,2026-03,13,7,6,5,-2.407960000000001,-2.4407300900000006,0.02797009,0.0048000000000000004,0.03277008999999964,0.07692307692307693,0.05601632266001601,0.14483377999999972,-0.21546365583333338,-0.1877484684615385,-0.08717495000000003,2.5194322650004324,0.05038864530000865,-0.968761940499949,-2.9461599596790893,5279.846153846154,4560.0,-0.05934035090295448,0.14483377999999972,-0.6708597099999997,0.8177692458406979,55.940180000000005,3
v3_4h_donchian_55_with_risk_filters,2026-01,4,1,3,4,-0.5333200000000002,-0.5476453100000003,0.01184531,0.0024800000000000004,0.014325310000000036,0.0,0.0,,-0.13691132750000007,-0.13691132750000007,-0.10098944999999997,0.5476453100000072,0.010952906200000143,-0.9999999999999875,-1.892304193567911,7500.0,7920.0,0.0022920035597492824,-0.001255205,-0.3444112050000003,0.6288946489836644,23.690619999999996,2
v3_4h_donchian_55_with_risk_filters,2026-02,2,0,2,2,1.0926199999999997,1.0818005199999998,0.00877948,0.00204,0.010819479999999881,0.5,13.510016160786803,1.1682752699999999,-0.0864747500000001,0.5409002599999999,0.5409002599999999,0.0864747499999794,0.001729090989151147,12.510016160789798,1.2192842739833283,9480.0,9480.0,1.0799359478954587,1.1682752699999999,-0.0864747500000001,1.0,17.55896,1
